source_id,jci_name,description,sensor_type,sensor_type_error,unit,type,data_type,name
565_1_3013446,BSB.SBASEMENT.RM-B223A.VAV-40.UNOCCCLG-SP,Unoccupancy Cooling Setpoint,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 40 UNOCCCLG SP
565_1_3013460,BSB.SBASEMENT.WRR2.VAV-41.UNOCCCLG-SP,Unoccupancy Cooling Setpoint,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 41 UNOCCCLG SP
565_1_3013594,BSB.S1STFLR.MRR.VAV-48.UNOCCCLG-SP,Unoccupancy Cooling Setpoint,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 48 UNOCCCLG SP
565_1_3013828,BSB.S1STFLR.RM-1116.VAV-63.UNOCCCLG-SP,Unoccupancy Cooling Setpoint,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 63 UNOCCCLG SP
565_1_3013962,BSB.SBASEMENT.ANA-PREP.VAV-7.UNOCCCLG-SP,Unoccupancy Cooling Setpoint,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 7 UNOCCCLG SP
565_1_3014096,BSB.S1STFLR.RM-1105.VAV-76.UNOCCCLG-SP,Unoccupancy Cooling Setpoint,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 76 UNOCCCLG SP
565_2_3000398,BSB.AC-14.UNOC-CLG,UNOCCUPIED COOL SETPOINT,unoccupied cooling setpoint,,64,Analog Value,2,NAE 65 Programming Analog Data BSBAC 14 UNOC CLG
568_1_3003206,BSB.N5THFLR.NE-CORR.VAV-1.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 1 UNOCC CLG
568_1_3003353,BSB.N5THFLR.MID-CORR.VAV-16.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 16 UNOCC CLG
568_1_3003609,BSB.N5THFLR.RM-5001B.VAV-29.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 29 UNOCC CLG
568_1_3003675,BSB.N5THFLR.LOBBY.VAV-31.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 31 UNOCC CLG
568_1_3003703,BSB.N5THFLR.RM-5052.VAV-32.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 32 UNOCC CLG
568_1_3003886,BSB.N5THFLR.RM-5067.VAV-41.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 41 UNOCC CLG
568_1_3004262,BSB.N5THFLR.NW-CORR.VAV-60.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 60 UNOCC CLG
567_1_3004134,BSB.N3RDFLR.MID-CORR.VAV-17.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 17 UNOCC CLG
567_1_3004450,BSB.N3RDFLR.LOBBY.VAV-31.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 31 UNOCC CLG
567_1_3004479,BSB.N3RDFLR.RM-3001.VAV-32.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 32 UNOCC CLG
567_1_3004507,BSB.N3RDFLR.RM-3052.VAV-34.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 34 UNOCC CLG
567_1_3004916,BSB.N3RDFLR.RM-3087B.VAV-53.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 53 UNOCC CLG
567_1_3005023,BSB.N3RDFLR.NW-CORR.VAV-58.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 58 UNOCC CLG
567_1_3005121,BSB.N3RDFLR.RM-3027A.VAV-64.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 64 UNOCC CLG
567_1_3005168,BSB.N3RDFLR.NE-CORR.VAV-8.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 8 UNOCC CLG
567_1_3005690,BSB.N4THFLR.RM-4002.VAV-25.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 25 UNOCC CLG
567_1_3005832,BSB.N4THFLR.RM-4001B.VAV-32.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 32 UNOCC CLG
567_1_3006135,BSB.N4THFLR.NW-CORR.VAV-48.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 48 UNOCC CLG
567_1_3006163,BSB.N4THFLR.NE-CORR.VAV-5.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 5 UNOCC CLG
567_1_3006191,BSB.N4THFLR.MID-CORR.VAV-52.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 52 UNOCC CLG
566_1_3005247,BSB.N2NDFLR.LOBBY.VAV-39.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 39 UNOCC CLG
566_1_3005354,BSB.N2NDFLR.SOUTH-CORR.VAV-40.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 40 UNOCC CLG
566_1_3005414,BSB.N2NDFLR.RM-2052.VAV-42.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 42 UNOCC CLG
566_1_3005499,BSB.N2NDFLR.VAV-2SW.VAV-46.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 46 UNOCC CLG
566_1_3005569,BSB.N2NDFLR.NW-CORR.VAV-5.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 5 UNOCC CLG
566_1_3005597,BSB.N2NDFLR.RM-2067.VAV-50.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 50 UNOCC CLG
566_1_3005625,BSB.N2NDFLR.RM-2069.VAV-51.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 51 UNOCC CLG
566_1_3005654,BSB.N2NDFLR.RM-2071.VAV-52.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 52 UNOCC CLG
566_1_3006162,BSB.N2NDFLR.NE-CORR.VAV-6.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 6 UNOCC CLG
566_1_3011975,BSB.N1STFLR.RM-1017.VAV-20.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 20 UNOCC CLG
566_1_3012060,BSB.N1STFLR.RM-1021.VAV-25.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 25 UNOCC CLG
566_1_3012280,BSB.N1STFLR.LOBBY.VAV-36.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 36 UNOCC CLG
566_1_3012308,BSB.N1STFLR.RM-1002C.VAV-37.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 37 UNOCC CLG
566_1_3012336,BSB.N1STFLR.RM-1002B.VAV-38.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 38 UNOCC CLG
566_1_3012364,BSB.N1STFLR.RM-1002A.VAV-39.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 39 UNOCC CLG
566_1_3012816,BSB.N1STFLR.NE-CORR.VAV-64.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 64 UNOCC CLG
566_1_3012844,BSB.N1STFLR.NW-CORR.VAV-65.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 65 UNOCC CLG
566_1_3012910,BSB.N1STFLR.RM-1059.VAV-81.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 81 UNOCC CLG
565_1_3012933,BSB.SBASEMENT.RM-B215N.VAV-11.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 11 UNOCC CLG
565_1_3012953,BSB.SBASEMENT.RM-B210E.VAV-13.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 13 UNOCC CLG
565_1_3012973,BSB.SBASEMENT.HALLWAY1.VAV-14.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 14 UNOCC CLG
565_1_3013008,BSB.SBASEMENT.RM-B200B.VAV-16.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 16 UNOCC CLG
565_1_3013028,BSB.SBASEMENT.RM-B102A.VAV-17.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 17 UNOCC CLG
565_1_3013048,BSB.SBASEMENT.RM-B103.VAV-18.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 18 UNOCC CLG
565_1_3013068,BSB.SBASEMENT.RM-B104.VAV-19.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 19 UNOCC CLG
565_1_3013088,BSB.SBASEMENT.RM-B202A.VAV-2.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 2 UNOCC CLG
565_1_3013108,BSB.SBASEMENT.RM-B254.VAV-20.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 20 UNOCC CLG
565_1_3013128,BSB.SBASEMENT.RM-B251.VAV-21.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 21 UNOCC CLG
565_1_3013148,BSB.SBASEMENT.RM-B250.VAV-22.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 22 UNOCC CLG
565_1_3013168,BSB.SBASEMENT.RM-B252.VAV-23.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 23 UNOCC CLG
565_1_3013188,BSB.SBASEMENT.HALLWAY2.VAV-24.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 24 UNOCC CLG
565_1_3013208,BSB.SBASEMENT.RM-B256.VAV-25.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 25 UNOCC CLG
565_1_3013270,BSB.SBASEMENT.RM-B202B.VAV-3.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 3 UNOCC CLG
565_1_3013290,BSB.SBASEMENT.HALLWAY3.VAV-30.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 30 UNOCC CLG
565_1_3013324,BSB.SBASEMENT.RM-B232.VAV-33.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 33 UNOCC CLG
565_1_3013344,BSB.SBASEMENT.RM-B234.VAV-34.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 34 UNOCC CLG
565_1_3013364,BSB.SBASEMENT.RM-B236A.VAV-35.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 35 UNOCC CLG
565_1_3013384,BSB.SBASEMENT.RM-B230.VAV-36.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 36 UNOCC CLG
565_1_3013432,BSB.SBASEMENT.RM-B202C.VAV-4.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 4 UNOCC CLG
565_1_3013480,BSB.S1STFLR.RM-1216.VAV-42.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 42 UNOCC CLG
565_1_3013500,BSB.S1STFLR.RM-1217.VAV-43.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 43 UNOCC CLG
565_1_3013520,BSB.S1STFLR.RM-1208B.VAV-44.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 44 UNOCC CLG
565_1_3013540,BSB.S1STFLR.RM-1208A.VAV-45.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 45 UNOCC CLG
565_1_3013560,BSB.S1STFLR.RM-1108.VAV-46.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 46 UNOCC CLG
565_1_3013580,BSB.SBASEMENT.RM-B210W.VAV-47.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 47 UNOCC CLG
565_1_3013614,BSB.S1STFLR.RM-1229.VAV-49.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 49 UNOCC CLG
565_1_3013634,BSB.SBASEMENT.RM-B203.VAV-5.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 5 UNOCC CLG
565_1_3013654,BSB.S1STFLR.RM-1223.VAV-50.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 50 UNOCC CLG
565_1_3013674,BSB.S1STFLR.RM-1109.VAV-55.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 55 UNOCC CLG
565_1_3013694,BSB.S1STFLR.RM-1102B.VAV-57.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 57 UNOCC CLG
565_1_3013714,BSB.S1STFLR.RM-1107B.VAV-58.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 58 UNOCC CLG
565_1_3013734,BSB.S1STFLR.RM-1102A.VAV-59.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 59 UNOCC CLG
565_1_3013754,BSB.SBASEMENT.RM-B205.VAV-6.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 6 UNOCC CLG
565_1_3013774,BSB.S1STFLR.RM-1100.VAV-60.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 60 UNOCC CLG
565_1_3013794,BSB.S1STFLR.RM-1104.VAV-61.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 61 UNOCC CLG
565_1_3013814,BSB.S1STFLR.RM-1114.VAV-62.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 62 UNOCC CLG
565_1_3013848,BSB.S1STFLR.RM-1118.VAV-64.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 64 UNOCC CLG
565_1_3013868,BSB.S1STFLR.RM-1120.VAV-65.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 65 UNOCC CLG
565_1_3013888,BSB.S1STFLR.WESTHALL.VAV-66.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 66 UNOCC CLG
565_1_3013908,BSB.S1STFLR.RM-1121.VAV-67.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 67 UNOCC CLG
565_1_3013928,BSB.S1STFLR.RM-1127.VAV-68.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 68 UNOCC CLG
565_1_3013948,BSB.S1STFLR.RM-1133.VAV-69.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 69 UNOCC CLG
565_1_3013982,BSB.S1STFLR.DARKRM.VAV-70.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 70 UNOCC CLG
565_1_3014002,BSB.S1STFLR.RM-1112A.VAV-71.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 71 UNOCC CLG
565_1_3014022,BSB.S1STFLR.RM-1206B.VAV-72.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 72 UNOCC CLG
565_1_3014042,BSB.S1STFLR.RM-1210.VAV-73.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 73 UNOCC CLG
565_1_3014062,BSB.S1STFLR.EASTHALL.VAV-74.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 74 UNOCC CLG
565_1_3014082,BSB.S1STFLR.RM-1214.VAV-75.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 75 UNOCC CLG
565_1_3014115,BSB.SBASEMENT.RM-B215S.VAV-77.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 77 UNOCC CLG
565_1_3014135,BSB.1STFLR.RM-1112B.VAV-78.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 78 UNOCC CLG
565_1_3014155,BSB.SBASEMENT.RM-B207.VAV-8.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 8 UNOCC CLG
565_1_3014175,BSB.SBASEMENT.RM-B209.VAV-9.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 9 UNOCC CLG
565_1_3015709,BSB.WBASEMENT.RM-B248.VAV-27.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 27 UNOCC CLG
565_1_3015729,BSB.WBASEMENT.RM-B259.VAV-28.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 28 UNOCC CLG
565_1_3015749,BSB.WBASEMENT.RM-B262.VAV-29.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 29 UNOCC CLG
565_1_3015770,BSB.WBASEMENT.RM-B263.VAV-30.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 30 UNOCC CLG
565_1_3015790,BSB.WBASEMENT.RM-B265.VAV-31.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 31 UNOCC CLG
565_1_3015810,BSB.WBASEMENT.RM-B268.VAV-32.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 32 UNOCC CLG
565_1_3015830,BSB.WBASEMENT.RM-B269.VAV-33.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 33 UNOCC CLG
565_1_3015850,BSB.WBASEMENT.RM-B274.VAV-34.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 34 UNOCC CLG
565_1_3015870,BSB.WBASEMENT.RM-B273.VAV-35.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 35 UNOCC CLG
565_1_3015890,BSB.WBASEMENT.RM-B272.VAV-36.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 36 UNOCC CLG
565_1_3015910,BSB.WBASEMENT.RM-B276.VAV-37.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 37 UNOCC CLG
565_1_3015930,BSB.WBASEMENT.RM-B301.VAV-38.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 38 UNOCC CLG
565_1_3015950,BSB.WBASEMENT.RM-B304A.VAV-39.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 39 UNOCC CLG
565_1_3015970,BSB.WBASEMENT.RM-B302A.VAV-40.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 40 UNOCC CLG
565_1_3015991,BSB.WBASEMENT.RM-B304B.VAV-41.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 41 UNOCC CLG
565_1_3016011,BSB.WBASEMENT.RM-B302.VAV-42.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 42 UNOCC CLG
565_1_3016031,BSB.WBASEMENT.RM-B303A.VAV-43.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 43 UNOCC CLG
565_1_3016051,BSB.WBASEMENT.RM-B303B.VAV-44.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 44 UNOCC CLG
565_1_3016071,BSB.WBASEMENT.RM-B303E-1.VAV-45.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 45 UNOCC CLG
565_1_3016091,BSB.WBASEMENT.RM-B311A.VAV-46.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 46 UNOCC CLG
565_1_3016111,BSB.WBASEMENT.RM-B305.VAV-47.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 47 UNOCC CLG
565_1_3016131,BSB.WBASEMENT.RM-B308.VAV-48.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 48 UNOCC CLG
565_1_3016151,BSB.WBASEMENT.RM-B309.VAV-49.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 49 UNOCC CLG
565_1_3016171,BSB.WBASEMENT.RM-B313.VAV-50.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 50 UNOCC CLG
565_1_3016191,BSB.WBASEMENT.RM-B312.VAV-51.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 51 UNOCC CLG
565_1_3016211,BSB.WBASEMENT.RM-B311D.VAV-52.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 52 UNOCC CLG
565_1_3016231,BSB.WBASEMENT.RM-B315B.VAV-53.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 53 UNOCC CLG
565_1_3016251,BSB.WBASEMENT.RM-B315A.VAV-54.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 54 UNOCC CLG
565_1_3016271,BSBW.BASEMENT.RM-B314.VAV-55.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 55 UNOCC CLG
565_1_3016291,BSB.WBASEMENT.RM-B322.VAV-56.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 56 UNOCC CLG
565_1_3016311,BSB.WBASEMENT.RM-B320.VAV-57.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 57 UNOCC CLG
565_1_3016331,BSB.WBASEMENT.RM-B311C.VAV-58.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 58 UNOCC CLG
565_1_3016351,BSB.WBASEMENT.RM-B318.VAV-59.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 59 UNOCC CLG
565_1_3016373,BSB.WBASEMENT.RM-B315C.VAV-60.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 60 UNOCC CLG
565_1_3016393,BSB.WBASEMENT.RM-B303D.VAV-61.UNOCC-CLG,Unoccupied Cooling,unoccupied cooling setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 61 UNOCC CLG
