source_id,jci_name,description,sensor_type,unit,type,data_type,name
510_2_3008704,Clg Cmd Low Range,,cooling command low range,302,Analog Value,2,NAE 10 Programming AH 15 Clg Cmd Low Range
510_2_3008705,Clg Cmd High Range,,cooling command high range,302,Analog Value,2,NAE 10 Programming AH 15 Clg Cmd High Range
510_2_3008706,DAT Output High,,supply air temperature output high,64,Analog Value,2,NAE 10 Programming AH 15 DAT Output High
510_2_3008707,DAT Output Low,,supply air temperature output low,64,Analog Value,2,NAE 10 Programming AH 15 DAT Output Low
510_2_3008736,1rst Floor Avg Clg Cmd,,floor average cooling command,302,Analog Value,2,NAE 10 Programming AH 13 RESET 1rst Floor Avg Clg Cmd
510_2_3008737,2nd Floor Avg Clg Cmd,,floor average cooling command,302,Analog Value,2,NAE 10 Programming AH 13 RESET 2nd Floor Avg Clg Cmd
510_2_3008738,Clg Cmd Low Range,,cooling command low range,302,Analog Value,2,NAE 10 Programming AH 13 RESET Clg Cmd Low Range
510_2_3008739,Clg Cmd High Range,,cooling command high range,302,Analog Value,2,NAE 10 Programming AH 13 RESET Clg Cmd High Range
510_2_3008740,DAT Output High,,supply air temperature output high,64,Analog Value,2,NAE 10 Programming AH 13 RESET DAT Output High
510_2_3008741,DAT Output Low,,supply air temperature output low,64,Analog Value,2,NAE 10 Programming AH 13 RESET DAT Output Low
510_2_3014693,Bio Med Lib MTWDP-SP Load Shed,,medium temperature water differential pressure setpoint on load shed,58,Analog Value,2,NAE 10 Programming Zone Load Shed Bio Med Lib MTWDP SP Load Shed
510_3_3005181,BioLib HW Pumps.HWP1-STS,HWP1-STS,hot water pump status,,Binary Input,3,NAE 10 N2 1 UNT003 HWP1 STS
510_3_3005184,BioLib HW Pumps.HWP2-STS,HWP2-STS,hot water pump status,,Binary Input,3,NAE 10 N2 1 UNT003 HWP2 STS
510_3_3005206,BioLib HW Pumps P1 VFD.DRV-STS,Drive Status,vfd status,,Binary Input,3,NAE 10 N2 1 VND004 DRV STS
510_3_3005207,BioLib HW Pumps P1 VFD.WARN-STS,Warning Status,warning status,,Binary Input,3,NAE 10 N2 1 VND004 WARN STS
510_3_3005208,BioLib HW Pumps P1 VFD.HandAuto,Hand Auto,hand auto,,Binary Input,3,NAE 10 N2 1 VND004 HandAuto
510_3_3005219,BioLib HW Pumps P2 VFD.DRV-STS,Drive Status,vfd status,,Binary Input,3,NAE 10 N2 1 VND006 DRV STS
510_3_3005220,BioLib HW Pumps P2 VFD.WARN-STS,Warning Status,warning status,,Binary Input,3,NAE 10 N2 1 VND006 WARN STS
510_3_3005221,BioLib HW Pumps P2 VFD.HandAuto,Hand Auto,hand auto,,Binary Input,3,NAE 10 N2 1 VND006 HandAuto
510_3_3005232,BioLib AC-13 RF VFD.DRV-STS,Drive Status,vfd status,,Binary Input,3,NAE 10 N2 1 VND005 DRV STS
510_3_3005233,BioLib AC-13 RF VFD.WARN-STS,Warning Status,warning status,,Binary Input,3,NAE 10 N2 1 VND005 WARN STS
510_3_3005234,BioLib AC-13 RF VFD.HandAuto,Hand Auto,hand auto,,Binary Input,3,NAE 10 N2 1 VND005 HandAuto
510_3_3005248,BioLib AC-12.SF-S,Supply Airflow,supply air flow,,Binary Input,3,NAE 10 N2 1 AHU001 SF S
510_3_3005249,BioLib AC-12.RF-S,Return Airflow,return air flow,,Binary Input,3,NAE 10 N2 1 AHU001 RF S
510_3_3005250,BioLib AC-12.FLTR-STS,FLTR-STS,filter status,,Binary Input,3,NAE 10 N2 1 AHU001 FLTR STS
510_3_3005251,BioLib AC-12.SA-SMK,SA-SMK,supply air smoke detector,,Binary Input,3,NAE 10 N2 1 AHU001 SA SMK
510_3_3005252,BioLib AC-12.RFVFD-A,RFVFD-A,return fan command,,Binary Input,3,NAE 10 N2 1 AHU001 RFVFD A
510_3_3005253,BioLib AC-12.ID3INTRL,ID3INTRLK,unknown,,Binary Input,3,NAE 10 N2 1 AHU001 ID3INTRL
510_3_3005254,BioLib AC-12.SFVFD-A,SFVFD-A,supply fan command,,Binary Input,3,NAE 10 N2 1 AHU001 SFVFD A
510_3_3005255,BioLib AC-12.P14-STS,P14-STS,pump status,,Binary Input,3,NAE 10 N2 1 AHU001 P14 STS
510_3_3005265,BioLib AC-12.OCC-S,Occupied Status,occupancy status,,Binary Input,3,NAE 10 N2 1 AHU001 OCC S
510_3_3005300,BioLib AC-13.SF-S,Supply Airflow,supply air flow,,Binary Input,3,NAE 10 N2 1 AHU002 SF S
510_3_3005301,BioLib AC-13.RF-S,Return Airflow,return air flow,,Binary Input,3,NAE 10 N2 1 AHU002 RF S
510_3_3005302,BioLib AC-13.FLTR-STS,FLTR-STS,filter status,,Binary Input,3,NAE 10 N2 1 AHU002 FLTR STS
510_3_3005304,BioLib AC-13.SA-SMK,SA-SMK,supply air smoke detector,,Binary Input,3,NAE 10 N2 1 AHU002 SA SMK
510_3_3005305,BioLib AC-13.RF-ALM,RF-ALM,return fan alarm,,Binary Input,3,NAE 10 N2 1 AHU002 RF ALM
510_3_3005306,BioLib AC-13.SF-ALM,SF-ALM,supply fan alarm,,Binary Input,3,NAE 10 N2 1 AHU002 SF ALM
510_3_3005315,BioLib AC-13.OCC-S,Occupied Status,occupancy status,,Binary Input,3,NAE 10 N2 1 AHU002 OCC S
510_3_3005341,BioLib AC-13.Shut DN STS,System Shutdown Status,system shutdown mode,,Binary Input,3,NAE 10 N2 1 AHU002 SDWN S
510_3_3005342,BioLib AC-13.ECON-STS,Econimizer Status,economizer status,,Binary Input,3,NAE 10 N2 1 AHU002 ECON S
510_3_3006163,BioLib AC-15.SF15-STS,,supply fan status,,Binary Input,3,NAE 10 N2 2 DX001 SF15 STS
510_3_3006165,BioLib AC-15.RF15-STS,,return fan status,,Binary Input,3,NAE 10 N2 2 DX001 RF15 STS
510_3_3006167,BioLib AC-15.FLTR-STS,,filter status,,Binary Input,3,NAE 10 N2 2 DX001 FLTR STS
510_3_3006168,BioLib AC-15.SAFETY,High Limit for SF and RF and Duct Detect,safety high limit,,Binary Input,3,NAE 10 N2 2 DX001 SA HL
510_3_3006199,BioLib AC-15.WMUP-MOD,,warm up mode,,Binary Input,3,NAE 10 N2 2 DX001 WMUP MOD
510_3_3006200,BioLib AC-15.ECON-MOD,,economizer mode status,,Binary Input,3,NAE 10 N2 2 DX001 ECON MOD
510_3_3006202,BioLib AC-15.EDMPOVD,,unknown,,Binary Input,3,NAE 10 N2 2 DX001 EDMPOVD
510_3_3006225,BioLib AC-15 SF VFD.RUN-STS,Run Status,vfd status,,Binary Input,3,NAE 10 N2 2 VND002 RUN STS
510_3_3006226,BioLib AC-15 SF VFD.FWD REV,FWD/REV,forward reverse status,,Binary Input,3,NAE 10 N2 2 VND002 FWD REV
510_3_3006227,BioLib AC-15 SF VFD.FULT-STS,Fault Status,fault status,,Binary Input,3,NAE 10 N2 2 VND002 FULT STS
510_3_3006229,BioLib AC-15 SF VFD.HandAuto,Hand Auto,hand auto,,Binary Input,3,NAE 10 N2 2 VND002 HandAuto
510_3_3006230,BioLib AC-15 SF VFD.RUN-ENA STS,Run Ena Status,run enable status,,Binary Input,3,NAE 10 N2 2 VND002 RUN ENA STS
510_3_3006248,BioLib AC-15 RF VFD.RUN-STS,Run Status,vfd status,,Binary Input,3,NAE 10 N2 2 VND003 RUN STS
510_3_3006249,BioLib AC-15 RF VFD.FWD REV,FWD/REV,forward reverse status,,Binary Input,3,NAE 10 N2 2 VND003 FWD REV
510_3_3006250,BioLib AC-15 RF VFD.FULT-STS,Fault Status,fault status,,Binary Input,3,NAE 10 N2 2 VND003 FULT STS
510_3_3006252,BioLib AC-15 RF VFD.HandAuto,Hand Auto,hand auto,,Binary Input,3,NAE 10 N2 2 VND003 HandAuto
510_3_3006253,BioLib AC-15 RF VFD.RUN-ENA STS,Run Ena Status,run enable status,,Binary Input,3,NAE 10 N2 2 VND003 RUN ENA STS
510_3_3006263,BioLib SF-1.LOW-STS,SF-1 Low Speed Status,supply fan low speed status,,Binary Input,3,NAE 10 N2 2 UNT004 LOW STS
510_3_3006264,BioLib SF-1.HI-STS,SF-1 High Speed Status,supply fan high speed status,,Binary Input,3,NAE 10 N2 2 UNT004 HI STS
510_3_3012842,FSD RM-207 Group Study,Wired to RM-201 BI-2,unknown,,Binary Input,3,NAE 10 N2 1 VMA101 FSD2 STS
510_3_3012844,FSDs RM-205 and RM-206 Group Study,Wired to RM-201BI-3,fsd status,,Binary Input,3,NAE 10 N2 1 VMA101 FSD3 STS
510_3_3012851,BioLib 2ndFl RM-201.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA101 TOCC S
510_3_3012862,FSD Exhaust at grid 1C  on M117,Wired to RM-203 BI-2,unknown,,Binary Input,3,NAE 10 N2 1 VMA102 FSD2 STS
510_3_3012864,FSD RM-205 Monograph North Linear at grid 1B on M117,Wired to RM-203 BI-3,unknown,,Binary Input,3,NAE 10 N2 1 VMA102 FSD3 STS
510_3_3012871,BioLib 2ndFl RM-203.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA102 TOCC S
510_3_3012882,FSD RM-204 Group Study,Wired to RM-111 BI-2,unknown,,Binary Input,3,NAE 10 N2 1 VMA103 FSD2 STS
510_3_3012884,FSD RM-201 & RM-203 Group Study,Wired to RM-111 BI-3,unknown,,Binary Input,3,NAE 10 N2 1 VMA103 FSD3 STS
510_3_3012891,BioLib 1stFl RM-111.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA103 TOCC S
510_3_3012902,FSD AC13 Return at grid 1.5B.6 on M113,Wired to RM-204 BI-2,unknown,,Binary Input,3,NAE 10 N2 1 VMA104 FSD2 STS
510_3_3012904,FSDs Exhaust at grid 1E and RM-205 Monograph South Linear at grid 1D on M117,Wired to RM-204 BI-3,unknown,,Binary Input,3,NAE 10 N2 1 VMA104 FSD3 STS
510_3_3012911,BioLib 2ndFl RM-204.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA104 TOCC S
510_3_3012922,FSD AC12 Supply at grid 1.5D.2 on M113,Wired to RM-205 BI-2,unknown,,Binary Input,3,NAE 10 N2 1 VMA105 FSD2 STS
510_3_3012924,FSDs AC13 Supply at grids 1.5C.1 and 1.5C.9 on M113,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA105 FSD3 STS
510_3_3012931,BioLib 2ndFl RM-205.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA105 TOCC S
510_3_3012942,FSD AC13 Supply at grid 1.5E on M113,Wired to RM-206 BI-2,unknown,,Binary Input,3,NAE 10 N2 1 VMA106 FSD2 STS
510_3_3012944,FSDs AC12 Return at grid 1.5D.4 and 1.5D.7 on M113,Wired to RM-206 BI-3,unknown,,Binary Input,3,NAE 10 N2 1 VMA106 FSD3 STS
510_3_3012951,BioLib 2ndFl RM-206.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA106 TOCC S
510_3_3012967,BioLib 1stFl RM-114.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA107 TOCC S
510_3_3012983,BioLib 1stFl RM-104B.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA108 TOCC S
510_3_3012999,BioLib 1stFl RM-115.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA109 TOCC S
510_3_3013010,BioLib 2ndFl RM-207.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA110 FSD2 STS
510_3_3013012,BioLib 2ndFl RM-207.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA110 FSD3 STS
510_3_3013019,BioLib 2ndFl RM-207.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA110 TOCC S
510_3_3013035,BioLib 1stFl RM-104C.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA111 TOCC S
510_3_3013051,BioLib 1stFl RM-110.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA112 TOCC S
510_3_3013067,BioLib 1stFl RM-109.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA113 TOCC S
510_3_3013083,BioLib 1stFl RM-108.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA114 TOCC S
510_3_3013099,BioLib 1stFl RM-104A.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA115 TOCC S
510_3_3013115,BioLib 1stFl RM-107.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA116 TOCC S
510_3_3013131,BioLib 1stFl RM-106.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA117 TOCC S
510_3_3013147,BioLib 1stFl RM-105.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA118 TOCC S
510_3_3013163,BioLib 1stFl RM-100N.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA119 TOCC S
510_3_3013174,FSD AC12 Return at grid 9A.6 on M114,Wired to RM-103 BI-2,unknown,,Binary Input,3,NAE 10 N2 1 VMA120 FSD2 STS
510_3_3013176,FSD AC12 Supply at grid 9B.1 on M114,Wired to RM-103 BI-3,unknown,,Binary Input,3,NAE 10 N2 1 VMA120 FSD3 STS
510_3_3013183,BioLib 1stFl RM-103.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA120 TOCC S
510_3_3013194,FSD Grand Reading RM at grid 9A.8 on M118,Wired to RM-101N BI-2,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA121 FSD2 STS
510_3_3013196,FSDs Grand Reading RM at grids 9B.5 and 9C.7 on M118,Wired to RM-101N BI-3,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA121 FSD3 STS
510_3_3013203,BioLib 1stFl RM-101N.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA121 TOCC S
510_3_3013219,BioLib 1stFl RM-101S.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA122 TOCC S
510_3_3013230,BioLib 1stFl RM-141.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA123 FSD2 STS
510_3_3013232,BioLib 1stFl RM-141.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA123 FSD3 STS
510_3_3013239,BioLib 1stFl RM-141.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA123 TOCC S
510_3_3013250,FSD Exhaust for RM-103 at grid 9C.7 on M114,Wired to RM-200E BI-2,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA124 FSD2 STS
510_3_3013252,FSD RM-141 Supply at grid 9C.8 on M114,Wired to RM-200E BI-3,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA124 FSD3 STS
510_3_3013259,BioLib 2ndFl RM-200E.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA124 TOCC S
510_3_3013270,FSD AC12 Return at grid 9D.5 on M114,Wired to RM-102 BI-2,unknown,,Binary Input,3,NAE 10 N2 1 VMA125 FSD2 STS
510_3_3013272,FSDs 1rst Flr AC12 Supply at grid 9D.7 on M114 and 2nd Flr  Grand Reading RM at grid 9D.5 on M118,Wired to RM-102 BI-3,unknown,,Binary Input,3,NAE 10 N2 1 VMA125 FSD3 STS
510_3_3013279,BioLib 1stFl RM-102.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA125 TOCC S
510_3_3013295,BioLib 1stFl RM-100S.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA126 TOCC S
510_3_3013311,BioLib 1stFl RM-100.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA127 TOCC S
510_3_3013327,BioLib 1stFl RM-116.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA128 TOCC S
510_3_3013338,BioLib 1stFl RM-117.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA129 FSD2 STS
510_3_3013340,BioLib 1stFl RM-117.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA129 FSD3 STS
510_3_3013347,BioLib 1stFl RM-117.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA129 TOCC S
510_3_3013363,BioLib 1stFl RM-118.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA130 TOCC S
510_3_3013375,BioLib Basement CHW Pump Alarm,Chilled Water Pump Alarm for Server Room,chilled water pump alarm,,Binary Input,3,NAE 10 N2 1 VMA131 FSD3 STS
510_3_3013382,BioLib 1stFl RM-72-2N.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA131 TOCC S
510_3_3013393,BioLib 1stFl RM-73-26.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA132 FSD2 STS
510_3_3013395,BioLib 1stFl RM-73-26.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 1 VMA132 FSD3 STS
510_3_3013402,BioLib 1stFl RM-73-26.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 1 VMA132 TOCC S
510_3_3013580,FSD Exhaust by EF-3 at grid 5F on M119,Wired to RM-208 BI-2,unknown,,Binary Input,3,NAE 10 N2 2 VMA101 FSD2 STS
510_3_3013582,FSD AC15 Supply at grid 5.2G.2 on M119,Wired to RM-208 BI-3,unknown,,Binary Input,3,NAE 10 N2 2 VMA101 FSD3 STS
510_3_3013590,BioLib 2ndFl RM-208.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA101 TOCC S
510_3_3013600,BioLib 2ndFl RM-212.EF3-STS,Exh Fan 3 Status\Rest Rooms,exhaust fan status,,Binary Input,3,NAE 10 N2 2 VMA102 EF3 STS
510_3_3013606,BioLib 2ndFl RM-212.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA102 TOCC S
510_3_3013617,BioLib 2ndFl RM-214.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA103 FSD2 STS
510_3_3013619,BioLib 2ndFl RM-214.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA103 FSD3 STS
510_3_3013626,BioLib 2ndFl RM-214.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA103 TOCC S
510_3_3013637,BioLib 2ndFl RM-224.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA104 FSD2 STS
510_3_3013639,BioLib 2ndFl RM-224.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA104 FSD3 STS
510_3_3013646,BioLib 2ndFl RM-224.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA104 TOCC S
510_3_3013657,BioLib 2ndFl RM-223.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA105 FSD2 STS
510_3_3013659,BioLib 2ndFl RM-223.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA105 FSD3 STS
510_3_3013666,BioLib 2ndFl RM-223.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA105 TOCC S
510_3_3013677,BioLib 2ndFl RM-218.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA106 FSD2 STS
510_3_3013679,BioLib 2ndFl RM-218.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA106 FSD3 STS
510_3_3013686,BioLib 2ndFl RM-218.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA106 TOCC S
510_3_3013695,FSD RM-210 Exhaust at grid 5.5F.5 on M119,Wired to RM-216 BI-2,unknown,,Binary Input,3,NAE 10 N2 2 VMA107 FSD2 STS
510_3_3013697,FSD AC15 Return at grid 5.7F.7 on M119,Wired to RM-216 BI-3,unknown,,Binary Input,3,NAE 10 N2 2 VMA107 FSD3 STS
510_3_3013703,BioLib 2ndFl RM-216.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA107 TOCC S
510_3_3013714,FSD RM-213 Exhaust at grid 5.8G.1 on M119,Wired to RM-210 BI-2,unknown,,Binary Input,3,NAE 10 N2 2 VMA108 FSD2 STS
510_3_3013716,BioLib 2ndFl RM-210.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA108 FSD3 STS
510_3_3013723,BioLib 2ndFl RM-210.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA108 TOCC S
510_3_3013734,BioLib 2ndFl RM-217.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA109 FSD2 STS
510_3_3013736,BioLib 2ndFl RM-217.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA109 FSD3 STS
510_3_3013743,BioLib 2ndFl RM-217.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA109 TOCC S
510_3_3013754,BioLib 2ndFl RM-221C.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA110 FSD2 STS
510_3_3013756,BioLib 2ndFl RM-221C.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA110 FSD3 STS
510_3_3013763,BioLib 2ndFl RM-221C.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA110 TOCC S
510_3_3013775,BioLib 2ndFl RM-220.EF2-STS,Exh Fan 2 Status\Rest Rooms,exhaust fan status,,Binary Input,3,NAE 10 N2 2 VMA111 EF2 STS
510_3_3013782,BioLib 2ndFl RM-220.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA111 TOCC S
510_3_3013793,BioLib 2ndFl RM-225.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA112 FSD2 STS
510_3_3013795,BioLib 2ndFl RM-225.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA112 FSD3 STS
510_3_3013802,BioLib 2ndFl RM-225.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA112 TOCC S
510_3_3013813,BioLib 2ndFl RM-231A.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA113 FSD2 STS
510_3_3013815,BioLib 2ndFl RM-231A.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA113 FSD3 STS
510_3_3013822,BioLib 2ndFl RM-231A.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA113 TOCC S
510_3_3013833,BioLib 2ndFl RM-226.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA114 FSD2 STS
510_3_3013835,BioLib 2ndFl RM-226.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA114 FSD3 STS
510_3_3013842,BioLib 2ndFl RM-226.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA114 TOCC S
510_3_3013853,BioLib 2ndFl RM-227.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA115 FSD2 STS
510_3_3013855,FSD Exhaust by EF-2 at grid 4.4J.1 on M119,Wired to RM-227 BI-3,unknown,,Binary Input,3,NAE 10 N2 2 VMA115 FSD3 STS
510_3_3013862,BioLib 2ndFl RM-227.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA115 TOCC S
510_3_3013874,BioLib 2ndFl RM-231B.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA116 FSD2 STS
510_3_3013876,BioLib 2ndFl RM-231B.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA116 FSD3 STS
510_3_3013883,BioLib 2ndFl RM-231B.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA116 TOCC S
510_3_3013894,BioLib 2ndFl RM-228.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA117 FSD2 STS
510_3_3013896,BioLib 2ndFl RM-228.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA117 FSD3 STS
510_3_3013903,BioLib 2ndFl RM-228.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA117 TOCC S
510_3_3013914,BioLib 2ndFl RM-229.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA118 FSD2 STS
510_3_3013916,BioLib 2ndFl RM-229.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA118 FSD3 STS
510_3_3013923,BioLib 2ndFl RM-229.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA118 TOCC S
510_3_3013935,BioLib 2ndFl RM-230.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA119 FSD2 STS
510_3_3013937,BioLib 2ndFl RM-230.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA119 FSD3 STS
510_3_3013944,BioLib 2ndFl RM-230.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA119 TOCC S
510_3_3013960,BioLib 2ndFl RM-232C.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA120 TOCC S
510_3_3013976,BioLib 2ndFl RM-232D.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA121 TOCC S
510_3_3013987,BioLib 2ndFl RM-221A.FSD2-STS,Smoke Damper Circuit BI2,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA122 FSD2 STS
510_3_3013989,BioLib 2ndFl RM-221A.FSD3-STS,Smoke Damper Circuit BI3,smoke damper status,,Binary Input,3,NAE 10 N2 2 VMA122 FSD3 STS
510_3_3013996,BioLib 2ndFl RM-221A.TOCC-S,Temp Occ,temporary occupancy,,Binary Input,3,NAE 10 N2 2 VMA122 TOCC S
